pay_id,direct_labour_or_contractor,training_result,proficiency,multi_skill_or_single_skill,primary_skill,secondary_skill
ENG02250,Contractor,Distinction,Intermediate,Multi Skill,Service,Service
ENG02251,Direct Labour,Pass,Expert,Multi Skill,Installation,Service
ENG02252,Direct Labour,Merit,Intermediate,Multi Skill,Service,Installation
ENG02253,Direct Labour,Pass,Beginner,Single Skill,Service,Installation
ENG02254,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG02255,Contractor,Pass,Beginner,Single Skill,Service,None
ENG02256,Contractor,Distinction,Expert,Single Skill,Repair,Repair
ENG02257,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Service
ENG02258,Contractor,Merit,Beginner,Single Skill,Repair,None
ENG02259,Contractor,Merit,Intermediate,Multi Skill,Repair,None
ENG02260,Contractor,Pass,Intermediate,Single Skill,Repair,Repair
ENG02261,Contractor,Merit,Beginner,Single Skill,Installation,Repair
ENG02262,Direct Labour,Merit,Expert,Multi Skill,Repair,Service
ENG02263,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Installation
ENG02264,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG02265,Contractor,Distinction,Intermediate,Single Skill,Installation,Installation
ENG02266,Direct Labour,Distinction,Intermediate,Single Skill,Installation,None
ENG02267,Contractor,Pass,Intermediate,Single Skill,Installation,Service
ENG02268,Contractor,Merit,Expert,Multi Skill,Service,Repair
ENG02269,Contractor,Merit,Beginner,Single Skill,Repair,Installation
ENG02270,Contractor,Pass,Expert,Single Skill,Installation,None
ENG02271,Direct Labour,Pass,Intermediate,Single Skill,Repair,Service
ENG02272,Direct Labour,Distinction,Beginner,Multi Skill,Installation,None
ENG02273,Contractor,Pass,Beginner,Single Skill,Service,Service
ENG02274,Direct Labour,Merit,Expert,Multi Skill,Repair,None
ENG02275,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG02276,Contractor,Pass,Beginner,Single Skill,Service,Installation
ENG02277,Contractor,Merit,Intermediate,Multi Skill,Repair,Service
ENG02278,Contractor,Distinction,Beginner,Multi Skill,Installation,None
ENG02279,Direct Labour,Pass,Expert,Multi Skill,Repair,Installation
ENG02280,Contractor,Merit,Intermediate,Single Skill,Repair,None
ENG02281,Direct Labour,Merit,Intermediate,Single Skill,Repair,Repair
ENG02282,Direct Labour,Merit,Expert,Single Skill,Repair,Installation
ENG02283,Contractor,Merit,Beginner,Multi Skill,Service,None
ENG02284,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Installation
ENG02285,Direct Labour,Pass,Beginner,Multi Skill,Service,Installation
ENG02286,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG02287,Contractor,Pass,Intermediate,Multi Skill,Installation,Repair
ENG02288,Direct Labour,Distinction,Expert,Multi Skill,Service,None
ENG02289,Contractor,Merit,Intermediate,Single Skill,Service,None
ENG02290,Direct Labour,Distinction,Beginner,Multi Skill,Service,Repair
ENG02291,Contractor,Pass,Beginner,Multi Skill,Service,Repair
ENG02292,Contractor,Distinction,Intermediate,Single Skill,Repair,Repair
ENG02293,Direct Labour,Pass,Expert,Multi Skill,Service,Repair
ENG02294,Contractor,Pass,Expert,Multi Skill,Installation,None
ENG02295,Direct Labour,Merit,Intermediate,Single Skill,Service,Repair
ENG02296,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Repair
ENG02297,Direct Labour,Pass,Beginner,Single Skill,Repair,Service
ENG02298,Direct Labour,Pass,Expert,Multi Skill,Service,None
ENG02299,Direct Labour,Merit,Intermediate,Multi Skill,Service,Service
ENG02300,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG02301,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Service
ENG02302,Direct Labour,Merit,Beginner,Single Skill,Service,Service
ENG02303,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG02304,Contractor,Merit,Expert,Multi Skill,Service,Repair
ENG02305,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG02306,Contractor,Pass,Expert,Multi Skill,Repair,Installation
ENG02307,Contractor,Pass,Intermediate,Multi Skill,Service,Service
ENG02308,Direct Labour,Pass,Expert,Single Skill,Service,Service
ENG02309,Direct Labour,Pass,Expert,Single Skill,Service,Service
ENG02310,Contractor,Merit,Intermediate,Multi Skill,Service,Repair
ENG02311,Contractor,Distinction,Expert,Multi Skill,Service,None
ENG02312,Contractor,Merit,Intermediate,Single Skill,Installation,Service
ENG02313,Direct Labour,Distinction,Beginner,Single Skill,Repair,Repair
ENG02314,Contractor,Pass,Expert,Multi Skill,Service,Service
ENG02315,Contractor,Distinction,Intermediate,Single Skill,Installation,Installation
ENG02316,Direct Labour,Pass,Beginner,Single Skill,Repair,None
ENG02317,Direct Labour,Distinction,Expert,Multi Skill,Repair,Installation
ENG02318,Direct Labour,Distinction,Expert,Single Skill,Service,Repair
ENG02319,Direct Labour,Pass,Intermediate,Single Skill,Repair,Repair
ENG02320,Direct Labour,Merit,Intermediate,Single Skill,Service,Repair
ENG02321,Direct Labour,Distinction,Intermediate,Single Skill,Service,Service
ENG02322,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG02323,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Repair
ENG02324,Direct Labour,Distinction,Beginner,Single Skill,Service,Installation
ENG02325,Direct Labour,Distinction,Beginner,Single Skill,Repair,Installation
ENG02326,Direct Labour,Distinction,Intermediate,Single Skill,Service,Repair
ENG02327,Contractor,Pass,Beginner,Single Skill,Service,Installation
ENG02328,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG02329,Contractor,Distinction,Intermediate,Single Skill,Service,None
ENG02330,Direct Labour,Pass,Beginner,Multi Skill,Installation,Repair
ENG02331,Direct Labour,Merit,Expert,Multi Skill,Service,Service
ENG02332,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG02333,Direct Labour,Merit,Beginner,Single Skill,Repair,None
ENG02334,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG02335,Direct Labour,Merit,Beginner,Single Skill,Service,Repair
ENG02336,Contractor,Merit,Beginner,Single Skill,Repair,Installation
ENG02337,Contractor,Pass,Intermediate,Multi Skill,Service,Service
ENG02338,Direct Labour,Pass,Beginner,Single Skill,Installation,Repair
ENG02339,Contractor,Merit,Expert,Single Skill,Repair,Repair
ENG02340,Direct Labour,Merit,Beginner,Multi Skill,Repair,Repair
ENG02341,Contractor,Pass,Intermediate,Single Skill,Service,Installation
ENG02342,Direct Labour,Pass,Expert,Single Skill,Installation,Service
ENG02343,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG02344,Contractor,Distinction,Expert,Single Skill,Repair,None
ENG02345,Direct Labour,Distinction,Expert,Multi Skill,Repair,Installation
ENG02346,Direct Labour,Pass,Expert,Multi Skill,Service,None
ENG02347,Contractor,Merit,Beginner,Single Skill,Service,None
ENG02348,Direct Labour,Distinction,Expert,Single Skill,Installation,Service
ENG02349,Direct Labour,Merit,Expert,Multi Skill,Repair,None
ENG02350,Direct Labour,Merit,Beginner,Multi Skill,Service,None
ENG02351,Contractor,Distinction,Expert,Single Skill,Service,Service
ENG02352,Contractor,Distinction,Intermediate,Single Skill,Installation,Service
ENG02353,Direct Labour,Pass,Expert,Multi Skill,Service,None
ENG02354,Contractor,Pass,Intermediate,Single Skill,Service,Repair
ENG02355,Contractor,Pass,Beginner,Multi Skill,Service,Installation
ENG02356,Direct Labour,Pass,Expert,Multi Skill,Service,None
ENG02357,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG02358,Contractor,Merit,Intermediate,Multi Skill,Service,Service
ENG02359,Contractor,Pass,Intermediate,Single Skill,Service,None
ENG02360,Contractor,Pass,Intermediate,Multi Skill,Repair,Installation
ENG02361,Direct Labour,Distinction,Expert,Multi Skill,Repair,Service
ENG02362,Direct Labour,Merit,Beginner,Single Skill,Installation,Repair
ENG02363,Direct Labour,Merit,Beginner,Multi Skill,Installation,None
ENG02364,Direct Labour,Merit,Expert,Multi Skill,Installation,Service
ENG02365,Contractor,Merit,Beginner,Single Skill,Installation,Installation
ENG02366,Direct Labour,Merit,Intermediate,Multi Skill,Repair,None
ENG02367,Direct Labour,Merit,Beginner,Single Skill,Installation,Service
ENG02368,Direct Labour,Pass,Expert,Multi Skill,Installation,Service
ENG02369,Direct Labour,Pass,Beginner,Single Skill,Repair,None
ENG02370,Contractor,Merit,Expert,Multi Skill,Installation,Repair
ENG02371,Contractor,Pass,Intermediate,Multi Skill,Installation,None
ENG02372,Contractor,Distinction,Expert,Single Skill,Repair,Installation
ENG02373,Contractor,Distinction,Intermediate,Single Skill,Service,Installation
ENG02374,Direct Labour,Pass,Expert,Multi Skill,Repair,None
ENG02375,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Installation
ENG02376,Direct Labour,Merit,Expert,Single Skill,Repair,Service
ENG02377,Contractor,Pass,Beginner,Single Skill,Service,Repair
ENG02378,Contractor,Pass,Expert,Single Skill,Service,Repair
ENG02379,Direct Labour,Merit,Beginner,Multi Skill,Repair,Service
ENG02380,Direct Labour,Merit,Intermediate,Single Skill,Installation,Service
ENG02381,Direct Labour,Pass,Beginner,Multi Skill,Installation,Repair
ENG02382,Contractor,Distinction,Expert,Single Skill,Repair,Installation
ENG02383,Direct Labour,Distinction,Beginner,Multi Skill,Service,None
ENG02384,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Repair
ENG02385,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG02386,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG02387,Contractor,Merit,Expert,Single Skill,Service,Repair
ENG02388,Contractor,Merit,Beginner,Multi Skill,Installation,Service
ENG02389,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG02390,Direct Labour,Merit,Expert,Single Skill,Service,Repair
ENG02391,Contractor,Distinction,Expert,Multi Skill,Installation,Repair
ENG02392,Contractor,Merit,Beginner,Multi Skill,Repair,Installation
ENG02393,Contractor,Pass,Intermediate,Single Skill,Service,Installation
ENG02394,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG02395,Contractor,Pass,Expert,Multi Skill,Repair,Service
ENG02396,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG02397,Direct Labour,Distinction,Beginner,Multi Skill,Installation,None
ENG02398,Direct Labour,Merit,Beginner,Multi Skill,Repair,None
ENG02399,Direct Labour,Pass,Beginner,Multi Skill,Installation,Service
ENG02400,Direct Labour,Pass,Beginner,Multi Skill,Installation,Installation
ENG02401,Direct Labour,Distinction,Beginner,Single Skill,Installation,Installation
ENG02402,Contractor,Merit,Intermediate,Single Skill,Repair,None
ENG02403,Contractor,Distinction,Expert,Multi Skill,Repair,None
ENG02404,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG02405,Contractor,Distinction,Expert,Multi Skill,Repair,None
ENG02406,Contractor,Merit,Intermediate,Single Skill,Repair,Installation
ENG02407,Direct Labour,Pass,Beginner,Multi Skill,Repair,Installation
ENG02408,Contractor,Distinction,Expert,Single Skill,Service,Service
ENG02409,Contractor,Merit,Expert,Single Skill,Service,Service
ENG02410,Contractor,Distinction,Intermediate,Multi Skill,Service,Service
ENG02411,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG02412,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG02413,Direct Labour,Merit,Expert,Single Skill,Installation,Installation
ENG02414,Contractor,Merit,Expert,Single Skill,Repair,Installation
ENG02415,Direct Labour,Distinction,Expert,Multi Skill,Service,Installation
ENG02416,Contractor,Merit,Beginner,Multi Skill,Repair,Service
ENG02417,Contractor,Pass,Expert,Single Skill,Installation,Repair
ENG02418,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Repair
ENG02419,Contractor,Distinction,Intermediate,Single Skill,Service,None
ENG02420,Contractor,Pass,Expert,Multi Skill,Installation,Service
ENG02421,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Service
ENG02422,Contractor,Merit,Intermediate,Single Skill,Service,Installation
ENG02423,Direct Labour,Merit,Beginner,Single Skill,Service,Service
ENG02424,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Repair
ENG02425,Contractor,Distinction,Expert,Single Skill,Service,None
ENG02426,Contractor,Distinction,Beginner,Multi Skill,Repair,Repair
ENG02427,Contractor,Pass,Beginner,Multi Skill,Installation,None
ENG02428,Contractor,Distinction,Intermediate,Multi Skill,Repair,Service
ENG02429,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Service
ENG02430,Direct Labour,Merit,Expert,Single Skill,Repair,None
ENG02431,Contractor,Distinction,Beginner,Multi Skill,Service,Installation
ENG02432,Contractor,Merit,Expert,Single Skill,Installation,Installation
ENG02433,Contractor,Merit,Beginner,Single Skill,Repair,Installation
ENG02434,Contractor,Merit,Intermediate,Multi Skill,Installation,Repair
ENG02435,Direct Labour,Pass,Beginner,Single Skill,Installation,None
ENG02436,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG02437,Direct Labour,Merit,Expert,Single Skill,Installation,Repair
ENG02438,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Installation
ENG02439,Direct Labour,Merit,Expert,Single Skill,Service,Installation
ENG02440,Contractor,Distinction,Expert,Multi Skill,Repair,Service
ENG02441,Contractor,Pass,Intermediate,Single Skill,Service,Repair
ENG02442,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Repair
ENG02443,Contractor,Merit,Beginner,Single Skill,Installation,Service
ENG02444,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG02445,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG02446,Contractor,Pass,Beginner,Single Skill,Repair,Repair
ENG02447,Contractor,Merit,Intermediate,Multi Skill,Installation,Installation
ENG02448,Contractor,Distinction,Expert,Single Skill,Installation,Service
ENG02449,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG02450,Contractor,Distinction,Beginner,Multi Skill,Service,None
ENG02451,Direct Labour,Merit,Beginner,Multi Skill,Installation,None
ENG02452,Direct Labour,Merit,Beginner,Single Skill,Service,Service
ENG02453,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Repair
ENG02454,Contractor,Distinction,Intermediate,Single Skill,Repair,Service
ENG02455,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG02456,Contractor,Merit,Intermediate,Multi Skill,Service,Installation
ENG02457,Direct Labour,Merit,Beginner,Multi Skill,Service,None
ENG02458,Contractor,Pass,Beginner,Single Skill,Service,Service
ENG02459,Contractor,Merit,Beginner,Multi Skill,Service,Repair
ENG02460,Contractor,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG02461,Contractor,Distinction,Intermediate,Single Skill,Repair,Installation
ENG02462,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Installation
ENG02463,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG02464,Direct Labour,Pass,Intermediate,Single Skill,Service,Installation
ENG02465,Contractor,Merit,Expert,Single Skill,Repair,Installation
ENG02466,Direct Labour,Merit,Expert,Multi Skill,Service,Repair
ENG02467,Contractor,Distinction,Beginner,Multi Skill,Repair,Installation
ENG02468,Direct Labour,Pass,Intermediate,Single Skill,Repair,Installation
ENG02469,Direct Labour,Pass,Beginner,Single Skill,Repair,None
ENG02470,Contractor,Distinction,Expert,Single Skill,Repair,Repair
ENG02471,Direct Labour,Pass,Beginner,Multi Skill,Service,None
ENG02472,Contractor,Pass,Beginner,Single Skill,Installation,Repair
ENG02473,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG02474,Contractor,Merit,Beginner,Multi Skill,Installation,None
ENG02475,Direct Labour,Merit,Beginner,Single Skill,Repair,Repair
ENG02476,Contractor,Pass,Intermediate,Multi Skill,Service,None
ENG02477,Direct Labour,Pass,Intermediate,Multi Skill,Service,None
ENG02478,Contractor,Merit,Intermediate,Single Skill,Installation,Service
ENG02479,Direct Labour,Pass,Expert,Single Skill,Service,None
ENG02480,Direct Labour,Pass,Beginner,Single Skill,Service,None
ENG02481,Contractor,Distinction,Beginner,Single Skill,Installation,Service
ENG02482,Contractor,Distinction,Expert,Single Skill,Service,Repair
ENG02483,Contractor,Pass,Intermediate,Single Skill,Service,Repair
ENG02484,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Repair
ENG02485,Direct Labour,Merit,Expert,Single Skill,Installation,None
ENG02486,Direct Labour,Pass,Expert,Multi Skill,Repair,Service
ENG02487,Direct Labour,Merit,Beginner,Multi Skill,Repair,None
ENG02488,Direct Labour,Merit,Intermediate,Single Skill,Installation,Installation
ENG02489,Direct Labour,Pass,Beginner,Single Skill,Service,Installation
ENG02490,Contractor,Merit,Intermediate,Multi Skill,Repair,Service
ENG02491,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG02492,Contractor,Pass,Intermediate,Multi Skill,Installation,None
ENG02493,Contractor,Merit,Beginner,Multi Skill,Repair,None
ENG02494,Direct Labour,Merit,Intermediate,Single Skill,Installation,Service
ENG02495,Contractor,Distinction,Intermediate,Single Skill,Service,Service
ENG02496,Contractor,Pass,Intermediate,Multi Skill,Repair,Repair
ENG02497,Contractor,Distinction,Beginner,Single Skill,Installation,Repair
ENG02498,Contractor,Distinction,Intermediate,Multi Skill,Service,Repair
ENG02499,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG02500,Contractor,Pass,Beginner,Single Skill,Service,Service
